dataset,model,status,seed_num,MAE_mean,MAE_std,R2_mean,R2_std,RMSE_mean,RMSE_std,SMAPE_mean,SMAPE_std,Time_mean,Time_std,log_file,source,target,target_display,train_pct,model_family,tier
nims_fs_rs60,catboost,OK,5,19.519565,1.06423752,0.981804372,0.00205085129,28.5158572,1.60859662,3.33033129,0.195014128,13.6982748,4.11890343,results/logs_open/nims_fs_rs60__catboost.log,nims_fatigue,FS,Fatigue Strength,60,Classical,open
nims_fs_rs60,ftt,OK,5,21.9167004,0.817453303,0.977615181,0.00204676758,31.6459319,1.44409611,3.7756408,0.135294637,24.5499139,1.55373197,results/logs_open/nims_fs_rs60__ftt.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,lightgbm,OK,5,20.3093287,0.0658045594,0.978370273,0.000170843256,31.1397365,0.123080212,3.55617003,0.00792490265,4.10470619,1.149459,results/logs_open/nims_fs_rs60__lightgbm.log,nims_fatigue,FS,Fatigue Strength,60,Classical,open
nims_fs_rs60,limix,OK,5,15.9916041,0.109697583,0.98657862,0.000309175334,24.5280148,0.283411259,2.64048859,0.019435608,1.20227356,0.324198941,results/logs_open/nims_fs_rs60__limix.log,nims_fatigue,FS,Fatigue Strength,60,TFM,open
nims_fs_rs60,mitra,OK,5,18.5144517,0.0,0.985513454,1.11022302e-16,25.4844474,0.0,3.23644981,0.0,0.360306978,0.490002415,results/logs_open/nims_fs_rs60__mitra.log,nims_fatigue,FS,Fatigue Strength,60,TFM,open
nims_fs_rs60,mlp,OK,5,21.6707615,1.79357625,0.978885782,0.00274377872,30.6997162,2.02843734,3.89334963,0.363406021,10.7381161,0.873719413,results/logs_open/nims_fs_rs60__mlp.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,modernNCA,OK,5,22.5667352,0.871430551,0.976287615,0.00157643962,32.5868517,1.07915809,3.92632307,0.194806271,3.64981709,1.59118414,results/logs_open/nims_fs_rs60__modernNCA.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,realmlp,OK,5,21.4905713,0.701693478,0.979216503,0.00161957294,30.500648,1.21277335,3.7407186,0.127224854,3.39319263,0.533172413,results/logs_open/nims_fs_rs60__realmlp.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,resnet,OK,5,23.1644328,3.34547686,0.974645209,0.00460961391,33.5861953,2.94396187,4.24309714,0.767478593,6.05696974,1.8028344,results/logs_open/nims_fs_rs60__resnet.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,tabm,OK,5,24.7220907,0.87203628,0.968309767,0.00270987021,37.6599234,1.56795231,3.99379962,0.12378409,20.2118784,3.23402082,results/logs_open/nims_fs_rs60__tabm.log,nims_fatigue,FS,Fatigue Strength,60,Deep,open
nims_fs_rs60,tabpfn_v2,OK,5,16.9599961,0.089046812,0.9844774,0.00020555878,26.3794362,0.174690657,2.87520942,0.0185250853,2.19100485,3.59163963,results/logs_open/nims_fs_rs60__tabpfn_v2.log,nims_fatigue,FS,Fatigue Strength,60,TFM,open
nims_fs_rs60,tabpfn_v3,OK,5,15.7235054,0.236556643,0.985660583,0.000636621699,25.3484993,0.560908933,2.61813252,0.0245131678,0.800607109,0.388135642,results/logs_open/nims_fs_rs60__tabpfn_v3.log,nims_fatigue,FS,Fatigue Strength,60,TFM,open
nims_fs_rs60,xgboost,OK,5,21.2692994,2.14398867,0.979634926,0.0045890278,30.026212,3.38058219,3.82525495,0.398925597,0.22887707,0.18734166,results/logs_open/nims_fs_rs60__xgboost.log,nims_fatigue,FS,Fatigue Strength,60,Classical,open
nims_fs_rs70,catboost,OK,5,15.5439299,0.930839676,0.989295625,0.00128124195,21.0991168,1.24660845,2.77303647,0.158417768,17.18768058,1.88195689,results/logs_open/nims_fs_rs70__catboost.log,nims_fatigue,FS,Fatigue Strength,70,Classical,open
nims_fs_rs70,ftt,OK,5,22.4886744,7.07521172,0.974767155,0.0173835928,30.9984433,9.59902776,4.03862003,1.30603751,22.672718,6.60407182,results/logs_open/nims_fs_rs70__ftt.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,lightgbm,OK,5,17.9140335,0.0240336438,0.986179442,2.04013797e-05,24.0161283,0.0177270963,3.41915502,0.00437578555,3.16530552,0.34642101,results/logs_open/nims_fs_rs70__lightgbm.log,nims_fatigue,FS,Fatigue Strength,70,Classical,open
nims_fs_rs70,limix,OK,5,13.1542647,0.144458633,0.991614022,0.000189978716,18.7063451,0.213316963,2.33737238,0.0266706561,1.39910035,0.669460208,results/logs_open/nims_fs_rs70__limix.log,nims_fatigue,FS,Fatigue Strength,70,TFM,open
nims_fs_rs70,mitra,OK,5,18.2068036,0.0,0.984479232,0.0,25.4505354,0.0,3.2300183,4.4408921e-16,0.395852757,0.535591028,results/logs_open/nims_fs_rs70__mitra.log,nims_fatigue,FS,Fatigue Strength,70,TFM,open
nims_fs_rs70,mlp,OK,5,17.2118337,1.4061345,0.987352673,0.00226076408,22.8847934,2.02444209,3.16136324,0.281857514,10.187637,1.84137538,results/logs_open/nims_fs_rs70__mlp.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,modernNCA,OK,5,20.6659536,2.79567971,0.978268126,0.0136129441,28.9979591,8.12753429,3.81476467,0.432525578,2.67477317,0.700610515,results/logs_open/nims_fs_rs70__modernNCA.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,realmlp,OK,5,17.9676474,1.15627336,0.982940462,0.00330250759,26.5690896,2.45578236,3.17043586,0.200850637,3.76167283,1.2417626,results/logs_open/nims_fs_rs70__realmlp.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,resnet,OK,5,15.9461635,1.10858209,0.988801524,0.00130332288,21.582091,1.24918702,2.91972479,0.189945277,11.4287449,2.52670347,results/logs_open/nims_fs_rs70__resnet.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,tabm,OK,5,21.8477289,0.25078507,0.97661405,0.000441301345,31.2390948,0.2952002,3.72691158,0.0720348007,23.2844226,1.56230154,results/logs_open/nims_fs_rs70__tabm.log,nims_fatigue,FS,Fatigue Strength,70,Deep,open
nims_fs_rs70,tabpfn_v2,OK,5,14.3637283,0.243576281,0.9890204,0.000337987477,21.4033985,0.327554648,2.52118252,0.0413023328,1.97050271,3.4164666,results/logs_open/nims_fs_rs70__tabpfn_v2.log,nims_fatigue,FS,Fatigue Strength,70,TFM,open
nims_fs_rs70,tabpfn_v3,OK,5,12.4859371,0.177557038,0.992154433,0.000155284883,18.0938677,0.178318664,2.23213318,0.0298261074,0.946351004,0.683389083,results/logs_open/nims_fs_rs70__tabpfn_v3.log,nims_fatigue,FS,Fatigue Strength,70,TFM,open
nims_fs_rs70,xgboost,OK,5,17.7910642,0.583580716,0.986998876,0.00124743395,23.2676093,1.09341372,3.27910179,0.166119321,0.29097838,0.14084599,results/logs_open/nims_fs_rs70__xgboost.log,nims_fatigue,FS,Fatigue Strength,70,Classical,open
nims_fs_rs80,catboost,OK,5,16.2554063,1.34248633,0.990476739,0.00181762603,22.4174296,2.06569274,2.73906591,0.186427342,17.05147018,2.2088443,results/logs_open/nims_fs_rs80__catboost.log,nims_fatigue,FS,Fatigue Strength,80,Classical,open
nims_fs_rs80,ftt,OK,5,19.874509,0.525711974,0.985791658,0.00124621601,27.4719913,1.19509753,3.36632758,0.117430851,19.1973965,3.39321983,results/logs_open/nims_fs_rs80__ftt.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,lightgbm,OK,5,20.2045971,0.00205909798,0.981907568,1.81869228e-06,31.0296927,0.0015596396,3.20818497,0.000387810239,3.86269054,0.53017143,results/logs_open/nims_fs_rs80__lightgbm.log,nims_fatigue,FS,Fatigue Strength,80,Classical,open
nims_fs_rs80,limix,OK,5,15.0663684,0.412249461,0.991376179,0.000308153008,21.4195047,0.382967687,2.4609381,0.0646818487,1.26913395,0.438202729,results/logs_open/nims_fs_rs80__limix.log,nims_fatigue,FS,Fatigue Strength,80,TFM,open
nims_fs_rs80,mitra,OK,5,16.0467924,0.0,0.990528529,1.11022302e-16,22.4511045,0.0,2.83265054,0.0,0.382367373,0.510448721,results/logs_open/nims_fs_rs80__mitra.log,nims_fatigue,FS,Fatigue Strength,80,TFM,open
nims_fs_rs80,mlp,OK,5,17.6551064,1.12279518,0.9898521,0.00136321853,23.1866719,1.55835606,3.07975142,0.208076933,13.9975221,1.99908152,results/logs_open/nims_fs_rs80__mlp.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,modernNCA,OK,5,19.5208404,1.30389329,0.986610996,0.00250777823,26.5800838,2.4564662,3.29015638,0.292542065,1.93777699,0.655949884,results/logs_open/nims_fs_rs80__modernNCA.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,realmlp,OK,5,20.1453527,1.75787715,0.985635695,0.00228637544,27.5565919,2.25229725,3.39793675,0.304886885,3.20104718,0.380691687,results/logs_open/nims_fs_rs80__realmlp.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,resnet,OK,5,18.0264898,1.02301889,0.989343442,0.00150398868,23.7579273,1.63733899,3.15408665,0.19863251,10.5794457,0.649976679,results/logs_open/nims_fs_rs80__resnet.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,tabm,OK,5,23.4931576,0.248055891,0.979488746,0.000602913682,33.0353009,0.485199963,3.84641933,0.063056122,18.4997522,1.67099787,results/logs_open/nims_fs_rs80__tabm.log,nims_fatigue,FS,Fatigue Strength,80,Deep,open
nims_fs_rs80,tabpfn_v2,OK,5,15.907851,0.222322676,0.989560431,0.000328055896,23.5676739,0.370124294,2.61263507,0.0351702685,1.49876971,2.5051905,results/logs_open/nims_fs_rs80__tabpfn_v2.log,nims_fatigue,FS,Fatigue Strength,80,TFM,open
nims_fs_rs80,tabpfn_v3,OK,5,13.4735794,0.0782091706,0.990220698,0.000201622335,22.8118201,0.234757646,2.09356332,0.00762027535,0.942203045,0.621073129,results/logs_open/nims_fs_rs80__tabpfn_v3.log,nims_fatigue,FS,Fatigue Strength,80,TFM,open
nims_fs_rs80,xgboost,OK,5,18.2211445,1.12924153,0.987394765,0.00149639428,25.8555246,1.5219599,2.92029036,0.193969281,0.27970057,0.08819664,results/logs_open/nims_fs_rs80__xgboost.log,nims_fatigue,FS,Fatigue Strength,80,Classical,open
