dataset,model,status,seed_num,MAE_mean,MAE_std,R2_mean,R2_std,RMSE_mean,RMSE_std,SMAPE_mean,SMAPE_std,Time_mean,Time_std,log_file,source,target,target_display,train_pct,model_family,tier
outo_avg_ts_rs70,lightgbm,OK,5,6.30696835,0.00280692617,0.905353562,0.000165614192,12.3828704,0.0108277101,0.946500212,0.000489678363,151.81801882,119.47420988,results/logs_full/outo_avg_ts_rs70__lightgbm.log,Outo,AVG_TS,AVG_TS,70,Classical,private
outo_avg_ts_rs70,limix,OK,5,5.23061175,0.0279000279,0.921332727,0.000638287542,11.2891917,0.0457009666,0.782781653,0.0037256852,18.0146083,1.22101548,results/logs_full/outo_avg_ts_rs70__limix.log,Outo,AVG_TS,AVG_TS,70,TFM,private
outo_avg_ts_rs70,mitra,OK,5,9.94558511,0.0,0.810283693,1.11022302e-16,17.5316055,0.0,1.48225907,0.0,43.4778523,0.965885488,results/logs_full/outo_avg_ts_rs70__mitra.log,Outo,AVG_TS,AVG_TS,70,TFM,private
outo_avg_ts_rs70,mlp,OK,5,9.00742499,0.0343825223,0.844449635,0.00135393019,15.8745261,0.0690213282,1.34697391,0.00487824852,50.6342888,8.7958957,results/logs_full/outo_avg_ts_rs70__mlp.log,Outo,AVG_TS,AVG_TS,70,Deep,private
outo_avg_ts_rs70,modernNCA,OK,5,7.49106359,0.290242911,0.868691343,0.0121213618,14.5698144,0.672414534,1.12060193,0.0431917557,3.67559652,0.480941908,results/logs_full/outo_avg_ts_rs70__modernNCA.log,Outo,AVG_TS,AVG_TS,70,Deep,private
outo_avg_ts_rs70,realmlp,OK,5,7.02898625,0.273173608,0.89161574,0.00274322409,13.250058,0.167470772,1.05166492,0.0405833498,44.1810433,0.781348283,results/logs_full/outo_avg_ts_rs70__realmlp.log,Outo,AVG_TS,AVG_TS,70,Deep,private
outo_avg_ts_rs70,resnet,OK,5,8.61927054,0.24280227,0.85339924,0.00632547019,15.4077379,0.328335597,1.28987102,0.036666392,49.4776593,10.344732,results/logs_full/outo_avg_ts_rs70__resnet.log,Outo,AVG_TS,AVG_TS,70,Deep,private
outo_avg_ts_rs70,tabm,OK,5,10.5980048,0.147067517,0.796975864,0.00628329768,18.1338815,0.281766631,1.57758993,0.020896934,48.3095089,8.25985084,results/logs_full/outo_avg_ts_rs70__tabm.log,Outo,AVG_TS,AVG_TS,70,Deep,private
outo_avg_ts_rs70,tabpfn_v2,OK,5,6.83783134,0.0121362384,0.775599382,0.00107247606,19.0669023,0.0455547384,0.994928413,0.00202614508,5.0715786,1.73781798,results/logs_full/outo_avg_ts_rs70__tabpfn_v2.log,Outo,AVG_TS,AVG_TS,70,TFM,private
outo_avg_ts_rs70,tabpfn_v3,OK,5,5.38862607,0.048734001,0.906845824,0.00296544891,12.2833104,0.195666925,0.801556518,0.00598684231,3.18941512,0.43752788,results/logs_full/outo_avg_ts_rs70__tabpfn_v3.log,Outo,AVG_TS,AVG_TS,70,TFM,private
outo_avg_ts_rs70,xgboost,OK,5,6.87250718,0.101628582,0.895404661,0.00308359549,13.0160278,0.191618406,1.02922264,0.0151299002,48.10088863,17.32765147,results/logs_full/outo_avg_ts_rs70__xgboost.log,Outo,AVG_TS,AVG_TS,70,Classical,private
outo_avg_ts_rs80,catboost,OK,5,8.31718964,0.21465725,0.862646446,0.00507928155,15.8584771,0.292503068,1.24914488,0.0319176578,443.15856075,130.3741902,results/logs_full/outo_avg_ts_rs80__catboost.log,Outo,AVG_TS,AVG_TS,80,Classical,private
outo_avg_ts_rs80,ftt,OK,5,7.59899225,0.101296262,0.876154621,0.000880278084,15.0609562,0.0535774297,1.14508441,0.0144952346,118.963224,3.25377941,results/logs_full/outo_avg_ts_rs80__ftt.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,lightgbm,OK,5,6.17741274,0.0011856747,0.895745544,1.78678284e-05,13.8185572,0.00118415654,0.935927321,0.000231041881,199.55177555,97.52164751,results/logs_full/outo_avg_ts_rs80__lightgbm.log,Outo,AVG_TS,AVG_TS,80,Classical,private
outo_avg_ts_rs80,limix,OK,5,5.40502503,0.045346803,0.900910237,0.00137595021,13.4716058,0.093304569,0.815379042,0.00601730824,21.1660851,0.992814385,results/logs_full/outo_avg_ts_rs80__limix.log,Outo,AVG_TS,AVG_TS,80,TFM,private
outo_avg_ts_rs80,mitra,OK,5,10.5890649,0.0349328655,0.777718207,0.00261580355,20.1771494,0.118800731,1.58775459,0.00485182138,31.6225584,0.452209947,results/logs_full/outo_avg_ts_rs80__mitra.log,Outo,AVG_TS,AVG_TS,80,TFM,private
outo_avg_ts_rs80,mlp,OK,5,8.9149621,0.083923655,0.844261755,0.00256391903,16.8887814,0.139023793,1.34509513,0.0123251228,39.4984898,1.64549411,results/logs_full/outo_avg_ts_rs80__mlp.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,modernNCA,OK,5,7.0804243,0.152416407,0.873548346,0.0082387535,15.2106696,0.494426711,1.06799305,0.0222873567,4.29318457,0.615151722,results/logs_full/outo_avg_ts_rs80__modernNCA.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,realmlp,OK,5,6.87911857,0.0631097248,0.883118372,0.0024232817,14.630704,0.151538846,1.03181009,0.0092884675,51.1583983,7.37706367,results/logs_full/outo_avg_ts_rs80__realmlp.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,resnet,OK,5,8.24540558,0.0576798219,0.863667665,0.00136575793,15.8019022,0.0792331891,1.24634461,0.00976926657,45.4855044,3.97809343,results/logs_full/outo_avg_ts_rs80__resnet.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,tabm,OK,5,10.934991,0.134169967,0.794401099,0.00610561509,19.4033586,0.291117997,1.64248929,0.0189983062,67.5515138,6.78071073,results/logs_full/outo_avg_ts_rs80__tabm.log,Outo,AVG_TS,AVG_TS,80,Deep,private
outo_avg_ts_rs80,tabpfn_v2,OK,5,7.1684357,0.0431069028,0.746319446,0.00138428586,21.5554635,0.0587915796,1.04296445,0.00690377874,5.87244983,2.67837157,results/logs_full/outo_avg_ts_rs80__tabpfn_v2.log,Outo,AVG_TS,AVG_TS,80,TFM,private
outo_avg_ts_rs80,tabpfn_v3,OK,5,5.41335126,0.0524827145,0.902452124,0.00207024586,13.365948,0.142068822,0.817194744,0.00690288817,3.26062822,0.312273561,results/logs_full/outo_avg_ts_rs80__tabpfn_v3.log,Outo,AVG_TS,AVG_TS,80,TFM,private
outo_avg_ts_rs80,xgboost,OK,5,6.84827986,0.100325998,0.883297267,0.0034787091,14.618662,0.217991174,1.03398183,0.0137664564,36.28480182,7.57261222,results/logs_full/outo_avg_ts_rs80__xgboost.log,Outo,AVG_TS,AVG_TS,80,Classical,private
outo_avg_ys_rs50,catboost,OK,5,9.90340473,0.345058153,0.96580882,0.00146045349,14.9449329,0.3193089,2.40347428,0.0853804808,354.42999759,214.9424124,results/logs_full/outo_avg_ys_rs50__catboost.log,Outo,AVG_YS,AVG_YS,50,Classical,private
outo_avg_ys_rs50,ftt,OK,5,10.9925163,0.125864585,0.958309662,0.00184923956,16.5023205,0.369293184,2.66835582,0.0258070115,79.3860515,9.08487377,results/logs_full/outo_avg_ys_rs50__ftt.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,lightgbm,OK,5,8.24830864,0.00186474069,0.973500316,2.79958769e-05,13.160013,0.00694901005,1.99058831,0.000461007121,145.3106535,116.21551222,results/logs_full/outo_avg_ys_rs50__lightgbm.log,Outo,AVG_YS,AVG_YS,50,Classical,private
outo_avg_ys_rs50,limix,OK,5,7.17209475,0.0357118707,0.978974381,0.000195981952,11.7221083,0.0545111807,1.7320646,0.00842067805,16.0298796,1.23159676,results/logs_full/outo_avg_ys_rs50__limix.log,Outo,AVG_YS,AVG_YS,50,TFM,private
outo_avg_ys_rs50,mitra,OK,5,11.9808784,0.0,0.952516196,1.11022302e-16,17.61606,0.0,2.87318196,0.0,45.6709212,1.41562409,results/logs_full/outo_avg_ys_rs50__mitra.log,Outo,AVG_YS,AVG_YS,50,TFM,private
outo_avg_ys_rs50,mlp,OK,5,11.7301577,0.294517403,0.926773626,0.0304019792,21.4224675,4.43186182,2.80471829,0.0626404218,27.9695693,6.87082691,results/logs_full/outo_avg_ys_rs50__mlp.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,modernNCA,OK,5,8.78205907,0.162637875,0.965681625,0.00145312787,14.9726856,0.320828423,2.13117001,0.0441228231,4.73654599,1.23250467,results/logs_full/outo_avg_ys_rs50__modernNCA.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,realmlp,OK,5,9.76237508,0.259707401,0.965990182,0.00156047036,14.9046775,0.343943954,2.37094413,0.0643513507,34.1789986,1.88814262,results/logs_full/outo_avg_ys_rs50__realmlp.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,resnet,OK,5,11.259444,0.133532414,0.918955994,0.0445357152,22.299411,5.69132021,2.69877098,0.0316611089,40.0459072,6.58728188,results/logs_full/outo_avg_ys_rs50__resnet.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,tabm,OK,5,11.9566986,0.0580552468,0.953334816,0.000574222241,17.4632196,0.107335815,2.88028718,0.0140338844,55.3318774,3.97519253,results/logs_full/outo_avg_ys_rs50__tabm.log,Outo,AVG_YS,AVG_YS,50,Deep,private
outo_avg_ys_rs50,tabpfn_v2,OK,5,7.84773133,0.0362599668,0.973940007,0.000497923342,13.0497927,0.123878335,1.89294178,0.00843535378,4.84733725,1.77074967,results/logs_full/outo_avg_ys_rs50__tabpfn_v2.log,Outo,AVG_YS,AVG_YS,50,TFM,private
outo_avg_ys_rs50,tabpfn_v3,OK,5,7.44449039,0.0147555394,0.975285307,0.000204844943,12.7089565,0.0527718579,1.79830495,0.00301071335,3.03191156,0.359326783,results/logs_full/outo_avg_ys_rs50__tabpfn_v3.log,Outo,AVG_YS,AVG_YS,50,TFM,private
outo_avg_ys_rs50,xgboost,OK,5,8.91074241,0.119854185,0.971143253,0.00138742833,13.7288637,0.329596875,2.15899646,0.0268148061,38.28698344,6.92279343,results/logs_full/outo_avg_ys_rs50__xgboost.log,Outo,AVG_YS,AVG_YS,50,Classical,private
outo_avg_ys_rs60,catboost,OK,5,9.53827086,0.353013642,0.967787044,0.00188458983,14.5520363,0.423679388,2.31747119,0.0880789235,156.0447619,180.6312533,results/logs_full/outo_avg_ys_rs60__catboost.log,Outo,AVG_YS,AVG_YS,60,Classical,private
outo_avg_ys_rs60,ftt,OK,5,10.6471362,0.188812482,0.96146966,0.000556099744,15.9214517,0.11447152,2.59061201,0.045890431,81.256227,0.937775478,results/logs_full/outo_avg_ys_rs60__ftt.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,lightgbm,OK,5,7.67856609,0.00130916269,0.97661285,7.61703845e-06,12.4045529,0.00202009544,1.8679687,0.000295445068,6.44227781,0.89393556,results/logs_full/outo_avg_ys_rs60__lightgbm.log,Outo,AVG_YS,AVG_YS,60,Classical,private
outo_avg_ys_rs60,limix,OK,5,7.0817014,0.0275380921,0.979336941,0.000124587595,11.6597113,0.0351323129,1.71293542,0.00767633892,17.3919693,1.69955071,results/logs_full/outo_avg_ys_rs60__limix.log,Outo,AVG_YS,AVG_YS,60,TFM,private
outo_avg_ys_rs60,mitra,OK,5,12.0794356,0.0,0.950845922,0.0,17.9834184,0.0,2.89576716,0.0,45.3959067,1.41782465,results/logs_full/outo_avg_ys_rs60__mitra.log,Outo,AVG_YS,AVG_YS,60,TFM,private
outo_avg_ys_rs60,mlp,OK,5,11.4350532,0.32560408,0.957492662,0.00275809093,16.7148789,0.533605961,2.7707922,0.0745649404,24.947623,6.48236121,results/logs_full/outo_avg_ys_rs60__mlp.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,modernNCA,OK,5,8.27569808,0.396449095,0.970221419,0.00362971839,13.9725389,0.832310943,2.01789494,0.0963020234,8.42760382,1.17590715,results/logs_full/outo_avg_ys_rs60__modernNCA.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,realmlp,OK,5,8.89831034,0.0969095546,0.970820332,0.000381176091,13.8555375,0.0905088879,2.1669092,0.0210204633,42.7467142,4.65216484,results/logs_full/outo_avg_ys_rs60__realmlp.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,resnet,OK,5,11.346982,0.569210694,0.958483354,0.00412767251,16.5072124,0.815910915,2.75393182,0.130746458,32.4609872,13.2293317,results/logs_full/outo_avg_ys_rs60__resnet.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,tabm,OK,5,11.9932428,0.0781110665,0.95268295,0.000504975471,17.6439221,0.0940450243,2.89448749,0.0187535163,61.8353189,4.07550984,results/logs_full/outo_avg_ys_rs60__tabm.log,Outo,AVG_YS,AVG_YS,60,Deep,private
outo_avg_ys_rs60,tabpfn_v2,OK,5,7.57952373,0.0385770571,0.973529696,0.000526027452,13.1962569,0.130296946,1.82216661,0.00920535329,4.98081632,1.58661997,results/logs_full/outo_avg_ys_rs60__tabpfn_v2.log,Outo,AVG_YS,AVG_YS,60,TFM,private
outo_avg_ys_rs60,tabpfn_v3,OK,5,6.96290436,0.00827176837,0.977529705,0.000127419541,12.1589229,0.0345185591,1.68516809,0.00268345619,3.06900568,0.401851959,results/logs_full/outo_avg_ys_rs60__tabpfn_v3.log,Outo,AVG_YS,AVG_YS,60,TFM,private
outo_avg_ys_rs60,xgboost,OK,5,8.48314486,0.146871991,0.972928786,0.00161163464,13.3400987,0.391863537,2.05498448,0.038803192,37.09262795,18.28828768,results/logs_full/outo_avg_ys_rs60__xgboost.log,Outo,AVG_YS,AVG_YS,60,Classical,private
outo_avg_ys_rs70,catboost,OK,5,9.50177777,0.544007361,0.973295207,0.00266950622,13.3036309,0.650277983,2.32068664,0.132635923,17.93593087,0.91235277,results/logs_full/outo_avg_ys_rs70__catboost.log,Outo,AVG_YS,AVG_YS,70,Classical,private
outo_avg_ys_rs70,ftt,OK,5,10.3014283,0.127179286,0.967492528,0.00185788408,14.6895512,0.419298985,2.51115025,0.0307435791,99.1668013,17.2464766,results/logs_full/outo_avg_ys_rs70__ftt.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,lightgbm,OK,5,7.36759148,0.00265431951,0.981267301,1.22262021e-05,11.1556256,0.00364111895,1.79575375,0.000671044173,6.38705535,0.98978389,results/logs_full/outo_avg_ys_rs70__lightgbm.log,Outo,AVG_YS,AVG_YS,70,Classical,private
outo_avg_ys_rs70,limix,OK,5,6.74114518,0.0305698935,0.984506025,8.4537091e-05,10.1455032,0.0276359123,1.64367482,0.00829541959,17.5038366,1.44765817,results/logs_full/outo_avg_ys_rs70__limix.log,Outo,AVG_YS,AVG_YS,70,TFM,private
outo_avg_ys_rs70,mitra,OK,5,11.8064329,0.0,0.957699412,0.0,16.7635881,0.0,2.83878225,0.0,42.3163319,0.415016279,results/logs_full/outo_avg_ys_rs70__mitra.log,Outo,AVG_YS,AVG_YS,70,TFM,private
outo_avg_ys_rs70,mlp,OK,5,10.7508067,0.0448913325,0.964493534,0.000463662669,15.3581275,0.100145273,2.60646693,0.0107274803,38.8619897,2.69151659,results/logs_full/outo_avg_ys_rs70__mlp.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,modernNCA,OK,5,8.01739754,0.385337262,0.974893514,0.00333958101,12.8882524,0.827213331,1.96377258,0.0890759386,6.37326636,0.777318226,results/logs_full/outo_avg_ys_rs70__modernNCA.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,realmlp,OK,5,8.44728855,0.133518867,0.97679428,0.000464128211,12.4156475,0.124766083,2.06553535,0.0321171073,38.6465052,0.662384858,results/logs_full/outo_avg_ys_rs70__realmlp.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,resnet,OK,5,10.3387577,0.0941822441,0.966654359,0.00020583773,14.8837112,0.046039655,2.51493197,0.0216286151,42.4963618,3.48604448,results/logs_full/outo_avg_ys_rs70__resnet.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,tabm,OK,5,11.7278204,0.172694331,0.957393798,0.0015270259,16.8213971,0.297967906,2.8296961,0.0379794257,51.7112107,4.82716398,results/logs_full/outo_avg_ys_rs70__tabm.log,Outo,AVG_YS,AVG_YS,70,Deep,private
outo_avg_ys_rs70,tabpfn_v2,OK,5,7.22613049,0.0378673614,0.978847133,0.000647795519,11.8529955,0.180368847,1.74083643,0.00822032123,5.25091753,2.08958437,results/logs_full/outo_avg_ys_rs70__tabpfn_v2.log,Outo,AVG_YS,AVG_YS,70,TFM,private
outo_avg_ys_rs70,tabpfn_v3,OK,5,6.61842748,0.0243222526,0.982695804,0.000255042103,10.7215519,0.0791833837,1.61117862,0.00518918901,3.13235445,0.317897717,results/logs_full/outo_avg_ys_rs70__tabpfn_v3.log,Outo,AVG_YS,AVG_YS,70,TFM,private
outo_avg_ys_rs70,xgboost,OK,5,7.94344425,0.0944118561,0.979337017,0.000338359704,11.7159006,0.0960922169,1.94091714,0.0236224799,1.07901773,0.32721735,results/logs_full/outo_avg_ys_rs70__xgboost.log,Outo,AVG_YS,AVG_YS,70,Classical,private
outo_avg_ys_rs80,catboost,OK,5,9.669868,0.419942704,0.971406289,0.00205536622,13.8708594,0.495236351,2.38174702,0.104926029,17.2949039,0.96270261,results/logs_full/outo_avg_ys_rs80__catboost.log,Outo,AVG_YS,AVG_YS,80,Classical,private
outo_avg_ys_rs80,ftt,OK,5,9.97590616,0.124896042,0.967954656,0.00331592667,14.6743558,0.751104987,2.45254314,0.0289562142,99.915028,0.78179833,results/logs_full/outo_avg_ys_rs80__ftt.log,Outo,AVG_YS,AVG_YS,80,Deep,private
outo_avg_ys_rs80,lightgbm,OK,5,7.12953778,0.000582803609,0.980848037,5.0673187e-06,11.3592949,0.00150279471,1.74982953,0.000209283764,7.34356799,0.91849602,results/logs_full/outo_avg_ys_rs80__lightgbm.log,Outo,AVG_YS,AVG_YS,80,Classical,private
outo_avg_ys_rs80,limix,OK,5,6.84787416,0.0266605387,0.982097024,0.000134835123,10.9825775,0.0413031682,1.67912696,0.00807536168,17.9056488,1.10718799,results/logs_full/outo_avg_ys_rs80__limix.log,Outo,AVG_YS,AVG_YS,80,TFM,private
outo_avg_ys_rs80,mitra,OK,5,12.2733932,0.0274878592,0.952816391,0.000596173289,17.8291915,0.112600602,2.96817659,0.00453098795,31.5137608,0.201949343,results/logs_full/outo_avg_ys_rs80__mitra.log,Outo,AVG_YS,AVG_YS,80,TFM,private
outo_avg_ys_rs80,mlp,OK,5,10.6265621,0.0978046032,0.965518043,0.000660246134,15.2412561,0.145998105,2.60502304,0.0223924229,36.2108007,0.445321024,results/logs_full/outo_avg_ys_rs80__mlp.log,Outo,AVG_YS,AVG_YS,80,Deep,private
outo_avg_ys_rs80,modernNCA,OK,5,7.89608739,0.503981105,0.976333199,0.00320535853,12.5992328,0.843198803,1.95411112,0.122676376,5.9129467,1.47685506,results/logs_full/outo_avg_ys_rs80__modernNCA.log,Outo,AVG_YS,AVG_YS,80,Deep,private
outo_avg_ys_rs80,realmlp,OK,5,8.23329115,0.130590566,0.976113401,0.000897977152,12.6836724,0.238674694,2.02223787,0.0328177533,50.7382225,1.3924615,results/logs_full/outo_avg_ys_rs80__realmlp.log,Outo,AVG_YS,AVG_YS,80,Deep,private
